8	41ns
5	41ns
11	0ns
3	0ns
11	41ns
11	41ns
64	125ns
64	41ns
64	41ns
64	41ns
832	166ns
64	41ns
64	41ns
64	41ns
32	0ns
48	41ns
96	41ns
768	458ns
1096	83ns
11600	208ns
1120	83ns
40	83ns
32	83ns
40	83ns
24	41ns
32	41ns
24	41ns
32	41ns
200	41ns
200	41ns
24	83ns
32	41ns
24	83ns
32	41ns
14	41ns
14	41ns
14	41ns
14	41ns
365	125ns
6	83ns
5	83ns
32	41ns
3	41ns
128	41ns
1	41ns
200	83ns
32	41ns
304	208ns
32	41ns
304	83ns
304	41ns
304	83ns
304	83ns
64	41ns
304	41ns
304	83ns
304	83ns
304	41ns
128	83ns
304	83ns
304	41ns
304	41ns
304	83ns
304	83ns
304	83ns
304	83ns
304	83ns
256	83ns
304	41ns
304	83ns
304	41ns
304	83ns
304	0ns
304	83ns
304	41ns
304	83ns
304	41ns
304	83ns
304	41ns
304	83ns
304	41ns
200	41ns
200	41ns
24	41ns
24	41ns
32	41ns
14	41ns
14	41ns
14	41ns
14	0ns
365	83ns
8	41ns
8	41ns
8	41ns
10	41ns
9	41ns
9	41ns
128	41ns
128	41ns
5	41ns
192	41ns
4	41ns
2	41ns
32	41ns
3	41ns
128	0ns
11	41ns
200	83ns
304	208ns
304	83ns
304	83ns
512	83ns
304	83ns
304	41ns
304	83ns
304	41ns
304	41ns
304	41ns
304	83ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	83ns
304	41ns
304	41ns
304	41ns
304	83ns
304	83ns
304	41ns
304	83ns
304	41ns
304	41ns
304	83ns
304	41ns
304	41ns
304	41ns
304	83ns
200	83ns
200	41ns
24	83ns
64	41ns
24	41ns
32	41ns
14	41ns
14	41ns
14	41ns
14	41ns
365	83ns
4	41ns
4	41ns
4	41ns
10	0ns
9	0ns
9	41ns
128	41ns
128	41ns
6	41ns
2	41ns
32	41ns
5	41ns
128	41ns
3	41ns
11	41ns
200	83ns
304	208ns
304	83ns
304	83ns
304	83ns
304	41ns
1024	125ns
304	458ns
304	83ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	83ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
304	0ns
304	41ns
304	41ns
304	41ns
304	41ns
304	41ns
88	41ns
32	41ns
88	83ns
88	41ns
352	125ns
80	83ns
32	41ns
80	41ns
80	41ns
80	0ns
80	41ns
64	41ns
80	41ns
80	0ns
80	41ns
80	41ns
128	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
256	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
512	83ns
80	0ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	583ns
80	83ns
80	166ns
80	41ns
80	4875ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
1024	83ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
2048	125ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	83ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	83ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	83ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	4708ns
80	41ns
80	41ns
80	41ns
4096	83ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	83ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	4750ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
8192	83ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	1666ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	1583ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	83ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	0ns
80	41ns
80	41ns
80	41ns
80	41ns
80	41ns
80	0ns
80	0ns
80	41ns
80	41ns
80	41ns
16	41ns
64	41ns
96	41ns
16	41ns
8	41ns
32	41ns
11	125ns
11	291ns
20	83ns
11	208ns
12	83ns
832	416ns
1536	250ns
8000	166ns
32	0ns
32	0ns
320	83ns
32	83ns
640	208ns
32	41ns
48	83ns
96	83ns
1280	208ns
64	41ns
192	41ns
128	125ns
384	208ns
2560	125ns
256	41ns
768	41ns
5120	83ns
512	83ns
1536	83ns
10240	83ns
1024	166ns
3072	41ns
20480	83ns
2048	41ns
6144	41ns
40960	750ns
4096	83ns
12288	41ns
81920	166ns
8192	41ns
24576	41ns
163840	125ns
16384	83ns
49152	41ns
327680	83ns
32768	41ns
98304	0ns
655360	41ns
65536	41ns
196608	41ns
32	250ns
32	41ns
56016	208ns
32	41ns
32	41ns
32	0ns
32	41ns
32	41ns
32	333ns
64	41ns
7976	416ns
16	125ns
8	41ns
32	41ns
832	208ns
80	83ns
15952	166ns
80	41ns
7992	83ns
16	83ns
8	83ns
32	41ns
832	125ns
7984	125ns
80	208ns
15968	500ns
7992	83ns
16	125ns
8	41ns
32	41ns
416	583ns
20	41ns
20	83ns
11	83ns
832	333ns
80	166ns
15984	83ns
8000	0ns
16	41ns
8	83ns
32	83ns
832	83ns
20	83ns
7976	333ns
80	375ns
15952	375ns
80	41ns
80	83ns
8000	0ns
16	166ns
8	125ns
32	41ns
416	333ns
20	41ns
11	41ns
11	41ns
416	166ns
20	41ns
11	0ns
1664	208ns
832	83ns
80	125ns
16000	208ns
80	83ns
8016	41ns
80	83ns
16032	41ns
80	41ns
8032	41ns
80	41ns
16064	41ns
8040	41ns
8016	41ns
7992	41ns
16	41ns
8	83ns
32	41ns
832	125ns
7968	41ns
7952	541ns
16	83ns
8	83ns
32	41ns
416	291ns
20	83ns
11	83ns
832	333ns
7944	291ns
80	125ns
15888	83ns
80	83ns
7960	41ns
7944	83ns
16	41ns
8	41ns
32	83ns
832	250ns
80	125ns
15888	166ns
7952	41ns
80	500ns
15904	625ns
80	41ns
80	41ns
7976	333ns
16	166ns
8	83ns
32	41ns
416	750ns
20	41ns
11	83ns
832	83ns
7960	208ns
7936	83ns
16	41ns
8	41ns
32	41ns
832	125ns
7912	83ns
16	4291ns
8	166ns
32	41ns
416	458ns
20	41ns
11	83ns
832	166ns
7888	3458ns
7872	166ns
7856	41ns
16	41ns
8	83ns
32	83ns
832	208ns
80	41ns
15712	291ns
80	41ns
80	41ns
7880	41ns
7864	416ns
16	4041ns
8	166ns
32	41ns
416	375ns
20	0ns
11	41ns
832	208ns
80	41ns
15728	125ns
80	41ns
80	41ns
7888	41ns
7872	41ns
16	41ns
8	83ns
32	83ns
832	208ns
80	41ns
15744	0ns
7880	41ns
7856	708ns
16	416ns
8	166ns
32	41ns
416	708ns
20	41ns
11	41ns
832	375ns
7840	416ns
7832	41ns
16	41ns
8	41ns
32	41ns
832	125ns
80	416ns
15664	125ns
7840	0ns
16	125ns
8	125ns
32	0ns
832	375ns
80	41ns
15680	125ns
80	41ns
7856	41ns
16	41ns
8	83ns
32	41ns
832	208ns
7832	125ns
7816	166ns
16	4083ns
8	208ns
32	41ns
832	416ns
80	83ns
15632	41ns
80	41ns
7832	41ns
16	41ns
8	83ns
32	41ns
832	41ns
80	41ns
15664	333ns
7840	41ns
16	125ns
8	166ns
32	41ns
832	333ns
80	41ns
15680	41ns
7848	0ns
16	83ns
8	83ns
32	41ns
832	41ns
7832	83ns
7808	125ns
16	41ns
8	41ns
32	41ns
208	166ns
11	83ns
11	83ns
11	83ns
11	83ns
11	83ns
11	41ns
832	250ns
7792	166ns
7776	166ns
7752	41ns
80	83ns
15504	250ns
80	83ns
80	41ns
7776	41ns
80	41ns
15552	41ns
80	41ns
7792	41ns
7776	83ns
16	41ns
8	83ns
32	41ns
832	250ns
80	83ns
15552	166ns
7784	41ns
7760	708ns
16	291ns
8	41ns
32	41ns
11	125ns
11	41ns
208	83ns
11	83ns
11	41ns
11	41ns
11	41ns
832	375ns
7736	333ns
7728	41ns
80	41ns
15456	125ns
80	41ns
7744	41ns
7720	41ns
7704	41ns
7688	41ns
80	83ns
15376	83ns
80	41ns
80	41ns
7712	41ns
80	41ns
15424	41ns
80	41ns
80	41ns
7736	41ns
16	41ns
8	83ns
32	83ns
832	125ns
80	125ns
15472	375ns
7744	41ns
16	166ns
8	41ns
32	0ns
832	208ns
7720	375ns
16	41ns
8	83ns
32	41ns
832	208ns
80	41ns
15440	208ns
7728	41ns
80	83ns
15456	375ns
7736	83ns
16	83ns
8	83ns
32	41ns
832	208ns
16	41ns
8	83ns
32	41ns
832	291ns
80	41ns
15472	0ns
80	41ns
80	41ns
7760	41ns
7736	375ns
16	166ns
8	208ns
32	41ns
832	291ns
7712	291ns
16	83ns
8	83ns
32	41ns
832	333ns
80	41ns
15424	125ns
80	41ns
7728	41ns
16	166ns
8	41ns
32	0ns
832	166ns
7720	5916ns
16	83ns
8	83ns
32	41ns
832	166ns
80	41ns
15440	1208ns
80	83ns
7736	41ns
80	41ns
15472	375ns
80	416ns
80	41ns
7760	41ns
16	208ns
8	166ns
32	83ns
832	458ns
7744	166ns
16	41ns
8	83ns
32	41ns
832	250ns
80	83ns
15488	41ns
80	41ns
80	41ns
7768	41ns
80	41ns
15536	1791ns
7776	18625ns
16	83ns
8	125ns
32	41ns
11	83ns
640	250ns
832	208ns
7760	416ns
7736	41ns
16	41ns
8	41ns
32	41ns
832	83ns
7712	83ns
7688	333ns
16	250ns
8	208ns
32	41ns
832	291ns
80	41ns
15376	125ns
80	41ns
80	41ns
7712	125ns
16	83ns
8	41ns
32	41ns
832	208ns
80	41ns
15424	41ns
80	83ns
80	41ns
7736	0ns
7720	166ns
16	125ns
8	41ns
32	41ns
832	416ns
80	83ns
15440	83ns
7728	41ns
16	41ns
8	41ns
32	41ns
832	125ns
80	0ns
15456	83ns
80	41ns
80	41ns
7752	41ns
7728	208ns
16	83ns
8	250ns
32	41ns
832	250ns
7712	666ns
16	125ns
8	41ns
32	83ns
832	41ns
80	125ns
15424	2750ns
80	41ns
80	41ns
7736	375ns
80	166ns
15472	500ns
7744	166ns
16	83ns
8	41ns
32	83ns
832	166ns
80	83ns
15488	83ns
80	83ns
80	41ns
7768	41ns
16	41ns
8	41ns
32	41ns
832	166ns
7752	375ns
7744	333ns
16	125ns
8	41ns
32	41ns
832	500ns
16	41ns
8	41ns
32	83ns
832	208ns
7728	250ns
80	83ns
15456	333ns
80	41ns
80	41ns
7752	125ns
16	41ns
8	83ns
32	41ns
11	83ns
1	41ns
1	41ns
1	41ns
11	125ns
11	41ns
11	83ns
208	41ns
832	166ns
7744	166ns
7728	83ns
1	41ns
7704	41ns
16	41ns
8	83ns
32	41ns
832	83ns
7696	83ns
80	83ns
15392	458ns
80	250ns
7712	83ns
16	166ns
8	83ns
32	41ns
11	0ns
1	0ns
11	83ns
640	2833ns
832	41ns
7688	250ns
80	41ns
15376	83ns
80	41ns
80	41ns
7712	41ns
7704	83ns
16	41ns
8	41ns
32	41ns
832	166ns
80	41ns
15408	125ns
80	41ns
80	41ns
7728	41ns
80	83ns
15456	166ns
80	291ns
7744	41ns
16	125ns
8	208ns
32	41ns
832	291ns
7728	166ns
16	41ns
8	83ns
32	41ns
832	83ns
80	41ns
15456	625ns
80	250ns
80	83ns
7752	83ns
16	41ns
8	41ns
32	41ns
416	333ns
20	41ns
11	83ns
832	250ns
80	83ns
15504	125ns
7760	41ns
16	41ns
8	41ns
32	41ns
832	166ns
7736	291ns
80	4250ns
15472	250ns
80	83ns
7752	125ns
16	125ns
8	166ns
32	83ns
416	375ns
20	0ns
11	41ns
832	125ns
80	41ns
15504	41ns
80	41ns
80	41ns
7776	83ns
80	41ns
15552	41ns
80	41ns
80	41ns
7800	41ns
16	41ns
8	41ns
32	41ns
832	208ns
80	250ns
15600	125ns
7808	41ns
16	0ns
8	166ns
32	41ns
416	375ns
20	0ns
11	0ns
11	208ns
832	250ns
80	83ns
15616	250ns
80	41ns
7824	208ns
7816	41ns
16	41ns
8	41ns
32	41ns
832	166ns
80	83ns
15632	125ns
80	41ns
80	83ns
7840	41ns
7832	583ns
16	83ns
8	41ns
32	41ns
416	166ns
20	83ns
11	41ns
832	250ns
7816	291ns
16	41ns
8	83ns
32	41ns
832	166ns
80	125ns
15632	250ns
80	41ns
7832	41ns
80	375ns
15664	208ns
7840	41ns
16	166ns
8	41ns
32	41ns
416	208ns
20	41ns
11	41ns
832	4333ns
16	83ns
8	41ns
32	83ns
832	166ns
80	83ns
15680	375ns
80	41ns
7856	83ns
7840	166ns
16	166ns
8	125ns
32	0ns
416	83ns
20	83ns
11	41ns
11	125ns
832	541ns
80	208ns
15680	458ns
80	41ns
7856	41ns
80	83ns
15712	0ns
7864	0ns
7856	166ns
16	41ns
8	83ns
32	41ns
832	250ns
7840	83ns
7824	625ns
16	166ns
8	41ns
32	41ns
416	333ns
20	41ns
11	41ns
11	0ns
640	291ns
208	166ns
11	41ns
1664	166ns
11	41ns
416	416ns
20	41ns
11	166ns
11	41ns
11	41ns
11	41ns
11	41ns
832	250ns
3072	458ns
80	83ns
15648	250ns
7832	333ns
80	41ns
15664	41ns
80	41ns
80	83ns
7856	41ns
80	41ns
15712	41ns
80	41ns
80	41ns
7880	41ns
7864	41ns
7840	41ns
80	83ns
15680	83ns
7848	0ns
80	41ns
15696	83ns
80	83ns
7864	41ns
80	41ns
15728	83ns
7872	0ns
7864	41ns
80	83ns
15728	83ns
7872	41ns
7856	41ns
80	41ns
15712	83ns
80	41ns
80	41ns
7880	41ns
80	41ns
15760	41ns
80	41ns
7896	83ns
16	41ns
8	41ns
32	41ns
832	166ns
7872	125ns
16	166ns
8	41ns
32	41ns
11	83ns
11	41ns
11	41ns
640	333ns
11	0ns
640	125ns
208	41ns
11	83ns
1664	0ns
11	41ns
11	83ns
11	0ns
832	166ns
7856	291ns
7840	166ns
80	83ns
15680	125ns
80	41ns
80	41ns
7864	41ns
7840	83ns
80	41ns
15680	125ns
80	41ns
80	41ns
7864	41ns
7840	41ns
7824	41ns
80	83ns
15648	83ns
7832	0ns
7808	41ns
16	41ns
8	41ns
32	41ns
832	208ns
7784	41ns
